session_id,round,question_id,asked_question_id,correctness,depth,clarity,practicality,tradeoffs,overall_score,provenance,missing_points
66,11,PAPER_Q_0068,557,0.686,0.557,0.554,0.645,0.598,0.631,,"[""capacity estimation"", ""failure mode analysis"", ""monitoring and alerting""]"
66,11,PAPER_Q_0047,558,0.609,0.469,0.479,0.521,0.47,0.511,,"[""rollback and canary strategy"", ""edge case handling"", ""failure mode analysis""]"
66,11,PAPER_Q_0038,559,0.583,0.443,0.458,0.494,0.487,0.519,,"[""edge case handling"", ""capacity estimation"", ""failure mode analysis""]"
66,11,PAPER_Q_0027,560,0.547,0.547,0.518,0.5,0.565,0.546,,"[""capacity estimation"", ""monitoring and alerting"", ""failure mode analysis""]"
66,11,PAPER_Q_0052,561,0.716,0.623,0.65,0.67,0.599,0.637,,"[""failure mode analysis"", ""rollback and canary strategy"", ""monitoring and alerting""]"
67,11,PAPER_Q_0019,562,0.751,0.755,0.787,0.707,0.753,0.741,,"[""edge case handling"", ""failure mode analysis""]"
67,11,PAPER_Q_0021,563,0.742,0.679,0.729,0.757,0.736,0.74,,"[""rollback and canary strategy"", ""capacity estimation""]"
67,11,PAPER_Q_0120,564,0.615,0.652,0.644,0.61,0.633,0.648,,"[""capacity estimation"", ""edge case handling"", ""monitoring and alerting""]"
67,11,PAPER_Q_0027,565,0.629,0.612,0.717,0.678,0.695,0.651,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""failure mode analysis""]"
67,11,PAPER_Q_0001,566,0.625,0.715,0.677,0.725,0.719,0.673,,"[""edge case handling"", ""monitoring and alerting"", ""rollback and canary strategy""]"
67,11,PAPER_Q_0085,567,0.609,0.641,0.697,0.678,0.648,0.662,,"[""edge case handling"", ""monitoring and alerting"", ""capacity estimation""]"
67,11,PAPER_Q_0120,568,0.569,0.583,0.688,0.668,0.589,0.61,,"[""monitoring and alerting"", ""transaction consistency detail"", ""failure mode analysis""]"
67,11,PAPER_Q_0031,569,0.594,0.57,0.639,0.579,0.553,0.559,,"[""rollback and canary strategy"", ""edge case handling"", ""failure mode analysis""]"
67,11,PAPER_Q_0007,570,0.71,0.673,0.73,0.738,0.735,0.714,,"[""edge case handling"", ""capacity estimation""]"
67,11,PAPER_Q_0021,571,0.683,0.707,0.739,0.756,0.765,0.721,,"[""capacity estimation"", ""edge case handling""]"
67,11,PAPER_Q_0133,572,0.673,0.707,0.756,0.656,0.656,0.706,,"[""monitoring and alerting"", ""transaction consistency detail""]"
68,11,PAPER_Q_0013,573,0.742,0.697,0.762,0.768,0.769,0.722,,"[""edge case handling"", ""transaction consistency detail""]"
68,11,PAPER_Q_0123,574,0.53,0.507,0.618,0.621,0.588,0.579,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""failure mode analysis""]"
68,11,PAPER_Q_0034,575,0.543,0.62,0.592,0.542,0.628,0.588,,"[""edge case handling"", ""failure mode analysis"", ""capacity estimation""]"
68,11,PAPER_Q_0106,576,0.527,0.599,0.578,0.535,0.527,0.546,,"[""transaction consistency detail"", ""capacity estimation"", ""edge case handling""]"
68,11,PAPER_Q_0027,577,0.646,0.654,0.662,0.622,0.617,0.645,,"[""capacity estimation"", ""transaction consistency detail"", ""failure mode analysis""]"
68,11,PAPER_Q_0031,578,0.692,0.634,0.674,0.631,0.612,0.672,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
68,11,PAPER_Q_0057,579,0.674,0.624,0.741,0.672,0.668,0.66,,"[""monitoring and alerting"", ""transaction consistency detail"", ""capacity estimation""]"
68,11,PAPER_Q_0132,580,0.503,0.571,0.559,0.607,0.567,0.531,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""monitoring and alerting""]"
68,11,PAPER_Q_0019,581,0.728,0.703,0.741,0.736,0.697,0.722,,"[""failure mode analysis"", ""transaction consistency detail""]"
68,11,PAPER_Q_0013,582,0.689,0.689,0.741,0.704,0.71,0.674,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""edge case handling""]"
68,11,PAPER_Q_0001,583,0.586,0.551,0.678,0.562,0.549,0.592,,"[""edge case handling"", ""rollback and canary strategy"", ""capacity estimation""]"
69,10,PAPER_Q_0093,584,0.516,0.547,0.556,0.502,0.516,0.505,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""transaction consistency detail""]"
69,10,PAPER_Q_0105,585,0.632,0.677,0.666,0.673,0.72,0.664,,"[""edge case handling"", ""monitoring and alerting"", ""failure mode analysis""]"
69,10,PAPER_Q_0072,586,0.683,0.708,0.744,0.654,0.724,0.69,,"[""rollback and canary strategy"", ""monitoring and alerting""]"
69,10,PAPER_Q_0101,587,0.752,0.732,0.754,0.726,0.736,0.724,,"[""failure mode analysis"", ""monitoring and alerting""]"
69,10,PAPER_Q_0098,588,0.649,0.598,0.648,0.645,0.663,0.649,,"[""capacity estimation"", ""monitoring and alerting"", ""transaction consistency detail""]"
69,10,PAPER_Q_0095,589,0.687,0.666,0.762,0.74,0.713,0.685,,"[""rollback and canary strategy"", ""failure mode analysis""]"
69,10,PAPER_Q_0083,590,0.626,0.558,0.683,0.654,0.558,0.592,,"[""capacity estimation"", ""edge case handling"", ""transaction consistency detail""]"
69,10,PAPER_Q_0105,591,0.546,0.59,0.641,0.582,0.57,0.565,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""failure mode analysis""]"
69,10,PAPER_Q_0072,592,0.652,0.604,0.67,0.662,0.615,0.654,,"[""capacity estimation"", ""monitoring and alerting"", ""transaction consistency detail""]"
69,10,PAPER_Q_0095,593,0.641,0.7,0.716,0.644,0.653,0.672,,"[""rollback and canary strategy"", ""capacity estimation"", ""monitoring and alerting""]"
70,7,PAPER_Q_0033,594,0.748,0.694,0.7,0.671,0.724,0.717,,"[""rollback and canary strategy"", ""edge case handling""]"
70,7,PAPER_Q_0105,595,0.558,0.431,0.51,0.496,0.415,0.496,,"[""transaction consistency detail"", ""failure mode analysis"", ""rollback and canary strategy""]"
70,7,PAPER_Q_0102,596,0.755,0.708,0.691,0.713,0.734,0.712,,"[""capacity estimation"", ""failure mode analysis""]"
70,7,PAPER_Q_0095,597,0.607,0.583,0.672,0.619,0.561,0.586,,"[""monitoring and alerting"", ""capacity estimation"", ""transaction consistency detail""]"
70,7,PAPER_Q_0085,598,0.633,0.526,0.619,0.58,0.57,0.576,,"[""failure mode analysis"", ""edge case handling"", ""transaction consistency detail""]"
70,7,PAPER_Q_0098,599,0.585,0.553,0.615,0.6,0.605,0.584,,"[""rollback and canary strategy"", ""capacity estimation"", ""transaction consistency detail""]"
70,7,PAPER_Q_0080,600,0.615,0.548,0.529,0.511,0.5,0.539,,"[""transaction consistency detail"", ""capacity estimation"", ""failure mode analysis""]"
71,8,PAPER_Q_0037,601,0.533,0.461,0.546,0.522,0.488,0.511,,"[""rollback and canary strategy"", ""edge case handling"", ""capacity estimation""]"
71,8,PAPER_Q_0040,602,0.695,0.678,0.665,0.693,0.645,0.687,,"[""failure mode analysis"", ""rollback and canary strategy""]"
71,8,PAPER_Q_0052,603,0.726,0.631,0.737,0.671,0.62,0.686,,"[""transaction consistency detail"", ""monitoring and alerting""]"
71,8,PAPER_Q_0042,604,0.734,0.655,0.696,0.739,0.698,0.682,,"[""failure mode analysis"", ""transaction consistency detail""]"
71,8,PAPER_Q_0043,605,0.624,0.595,0.707,0.644,0.642,0.654,,"[""edge case handling"", ""failure mode analysis"", ""rollback and canary strategy""]"
71,8,PAPER_Q_0051,606,0.695,0.7,0.69,0.687,0.678,0.67,,"[""edge case handling"", ""transaction consistency detail"", ""failure mode analysis""]"
71,8,PAPER_Q_0052,607,0.686,0.679,0.709,0.669,0.662,0.653,,"[""rollback and canary strategy"", ""edge case handling"", ""transaction consistency detail""]"
71,8,PAPER_Q_0042,608,0.707,0.604,0.641,0.679,0.6,0.642,,"[""rollback and canary strategy"", ""capacity estimation"", ""transaction consistency detail""]"
72,9,PAPER_Q_0047,609,0.548,0.447,0.561,0.471,0.42,0.488,,"[""capacity estimation"", ""edge case handling"", ""transaction consistency detail""]"
72,9,PAPER_Q_0039,610,0.698,0.71,0.708,0.703,0.735,0.679,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""failure mode analysis""]"
72,9,PAPER_Q_0050,611,0.712,0.645,0.756,0.747,0.712,0.707,,"[""transaction consistency detail"", ""capacity estimation""]"
72,9,PAPER_Q_0052,612,0.695,0.628,0.743,0.715,0.654,0.682,,"[""rollback and canary strategy"", ""transaction consistency detail""]"
72,9,PAPER_Q_0042,613,0.688,0.709,0.671,0.72,0.689,0.697,,"[""failure mode analysis"", ""transaction consistency detail""]"
72,9,PAPER_Q_0059,614,0.755,0.643,0.744,0.723,0.634,0.689,,"[""failure mode analysis"", ""monitoring and alerting""]"
72,9,PAPER_Q_0043,615,0.695,0.668,0.627,0.661,0.709,0.676,,"[""transaction consistency detail"", ""edge case handling"", ""monitoring and alerting""]"
72,9,PAPER_Q_0039,616,0.657,0.708,0.73,0.655,0.725,0.69,,"[""capacity estimation"", ""monitoring and alerting""]"
72,9,PAPER_Q_0052,617,0.7,0.586,0.669,0.632,0.601,0.651,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""monitoring and alerting""]"
73,7,PAPER_Q_0118,618,0.649,0.672,0.681,0.633,0.66,0.654,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""edge case handling""]"
73,7,PAPER_Q_0120,619,0.649,0.636,0.723,0.608,0.602,0.641,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""capacity estimation""]"
73,7,PAPER_Q_0007,620,0.822,0.827,0.841,0.85,0.856,0.826,,"[""cost forecast granularity""]"
73,7,PAPER_Q_0135,621,0.639,0.622,0.622,0.639,0.679,0.622,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""capacity estimation""]"
73,7,PAPER_Q_0129,622,0.833,0.819,0.855,0.788,0.807,0.821,,"[""extreme load testing detail""]"
73,7,PAPER_Q_0108,623,0.65,0.671,0.697,0.666,0.638,0.646,,"[""edge case handling"", ""monitoring and alerting"", ""capacity estimation""]"
73,7,PAPER_Q_0008,624,0.69,0.609,0.692,0.611,0.653,0.627,,"[""transaction consistency detail"", ""edge case handling"", ""failure mode analysis""]"
74,7,PAPER_Q_0129,625,0.791,0.695,0.739,0.757,0.714,0.718,,"[""edge case handling"", ""monitoring and alerting""]"
74,7,PAPER_Q_0117,626,0.786,0.739,0.763,0.709,0.689,0.765,,"[""monitoring and alerting"", ""edge case handling""]"
74,7,PAPER_Q_0128,627,0.808,0.734,0.82,0.795,0.807,0.769,,"[""rollback and canary strategy"", ""transaction consistency detail""]"
74,7,PAPER_Q_0124,628,0.82,0.749,0.786,0.749,0.737,0.776,,"[""capacity estimation"", ""rollback and canary strategy""]"
74,7,PAPER_Q_0138,629,0.786,0.76,0.811,0.768,0.721,0.79,,"[""failure mode analysis"", ""rollback and canary strategy""]"
74,7,PAPER_Q_0021,630,0.789,0.808,0.834,0.817,0.767,0.781,,"[""transaction consistency detail"", ""monitoring and alerting""]"
74,7,PAPER_Q_0123,631,0.678,0.683,0.697,0.672,0.69,0.697,,"[""capacity estimation"", ""failure mode analysis""]"
75,11,PAPER_Q_0136,632,0.689,0.672,0.667,0.634,0.665,0.68,,"[""capacity estimation"", ""transaction consistency detail"", ""monitoring and alerting""]"
75,11,PAPER_Q_0058,633,0.582,0.56,0.646,0.55,0.527,0.593,,"[""edge case handling"", ""transaction consistency detail"", ""capacity estimation""]"
75,11,PAPER_Q_0023,634,0.659,0.686,0.627,0.631,0.623,0.646,,"[""capacity estimation"", ""failure mode analysis"", ""rollback and canary strategy""]"
75,11,PAPER_Q_0022,635,0.744,0.691,0.725,0.741,0.699,0.741,,"[""capacity estimation"", ""failure mode analysis""]"
75,11,PAPER_Q_0009,636,0.606,0.656,0.616,0.676,0.697,0.635,,"[""edge case handling"", ""monitoring and alerting"", ""failure mode analysis""]"
75,11,PAPER_Q_0034,637,0.646,0.59,0.628,0.586,0.575,0.598,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
75,11,PAPER_Q_0136,638,0.781,0.738,0.788,0.775,0.793,0.744,,"[""edge case handling"", ""capacity estimation""]"
75,11,PAPER_Q_0021,639,0.751,0.72,0.78,0.8,0.791,0.743,,"[""failure mode analysis"", ""capacity estimation""]"
75,11,PAPER_Q_0013,640,0.836,0.762,0.756,0.753,0.758,0.759,,"[""edge case handling"", ""failure mode analysis""]"
75,11,PAPER_Q_0113,641,0.853,0.8,0.839,0.816,0.828,0.819,,"[""rollback and canary strategy"", ""capacity estimation""]"
75,11,PAPER_Q_0009,642,0.595,0.649,0.658,0.629,0.614,0.645,,"[""rollback and canary strategy"", ""capacity estimation"", ""monitoring and alerting""]"
76,11,PAPER_Q_0037,643,0.608,0.572,0.616,0.614,0.572,0.607,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""capacity estimation""]"
76,11,PAPER_Q_0048,644,0.687,0.651,0.731,0.716,0.717,0.71,,"[""edge case handling"", ""capacity estimation""]"
76,11,PAPER_Q_0068,645,0.651,0.658,0.707,0.67,0.673,0.641,,"[""failure mode analysis"", ""edge case handling"", ""monitoring and alerting""]"
76,11,PAPER_Q_0064,646,0.657,0.611,0.548,0.627,0.636,0.624,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""capacity estimation""]"
76,11,PAPER_Q_0022,647,0.677,0.679,0.674,0.705,0.712,0.705,,"[""capacity estimation"", ""edge case handling""]"
76,11,PAPER_Q_0049,648,0.751,0.647,0.649,0.691,0.628,0.664,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""edge case handling""]"
76,11,PAPER_Q_0068,649,0.684,0.673,0.71,0.71,0.733,0.699,,"[""failure mode analysis"", ""edge case handling""]"
76,11,PAPER_Q_0048,650,0.732,0.628,0.69,0.643,0.683,0.669,,"[""rollback and canary strategy"", ""capacity estimation"", ""failure mode analysis""]"
76,11,PAPER_Q_0027,651,0.723,0.71,0.702,0.718,0.72,0.72,,"[""rollback and canary strategy"", ""monitoring and alerting""]"
76,11,PAPER_Q_0022,652,0.679,0.598,0.602,0.671,0.625,0.653,,"[""monitoring and alerting"", ""edge case handling"", ""failure mode analysis""]"
76,11,PAPER_Q_0047,653,0.697,0.65,0.596,0.689,0.713,0.676,,"[""edge case handling"", ""capacity estimation"", ""rollback and canary strategy""]"
77,7,PAPER_Q_0060,654,0.549,0.546,0.601,0.619,0.599,0.586,,"[""monitoring and alerting"", ""transaction consistency detail"", ""capacity estimation""]"
77,7,PAPER_Q_0049,655,0.723,0.685,0.705,0.663,0.647,0.711,,"[""monitoring and alerting"", ""capacity estimation""]"
77,7,PAPER_Q_0038,656,0.674,0.693,0.625,0.673,0.64,0.65,,"[""monitoring and alerting"", ""rollback and canary strategy"", ""failure mode analysis""]"
77,7,PAPER_Q_0043,657,0.805,0.805,0.827,0.796,0.804,0.825,,"[""cost forecast granularity""]"
77,7,PAPER_Q_0058,658,0.632,0.553,0.584,0.638,0.585,0.591,,"[""rollback and canary strategy"", ""monitoring and alerting"", ""capacity estimation""]"
77,7,PAPER_Q_0053,659,0.767,0.751,0.673,0.771,0.73,0.74,,"[""monitoring and alerting"", ""failure mode analysis""]"
77,7,PAPER_Q_0065,660,0.66,0.562,0.578,0.64,0.602,0.618,,"[""edge case handling"", ""monitoring and alerting"", ""transaction consistency detail""]"
78,9,PAPER_Q_0099,661,0.546,0.531,0.488,0.495,0.553,0.534,,"[""capacity estimation"", ""edge case handling"", ""monitoring and alerting""]"
78,9,PAPER_Q_0085,662,0.752,0.658,0.684,0.73,0.704,0.684,,"[""capacity estimation"", ""failure mode analysis""]"
78,9,PAPER_Q_0105,663,0.726,0.631,0.708,0.714,0.671,0.704,,"[""transaction consistency detail"", ""capacity estimation""]"
78,9,PAPER_Q_0087,664,0.842,0.789,0.742,0.764,0.798,0.765,,"[""transaction consistency detail"", ""monitoring and alerting""]"
78,9,PAPER_Q_0080,665,0.7,0.665,0.682,0.733,0.66,0.676,,"[""transaction consistency detail"", ""failure mode analysis"", ""capacity estimation""]"
78,9,PAPER_Q_0079,666,0.715,0.682,0.744,0.724,0.659,0.715,,"[""monitoring and alerting"", ""transaction consistency detail""]"
78,9,PAPER_Q_0078,667,0.873,0.83,0.773,0.845,0.868,0.825,,"[""extreme load testing detail""]"
78,9,PAPER_Q_0098,668,0.727,0.665,0.715,0.677,0.66,0.707,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
78,9,PAPER_Q_0096,669,0.826,0.835,0.756,0.829,0.872,0.827,,"[""cost forecast granularity""]"
79,4,PAPER_Q_0043,670,0.855,0.854,0.831,0.798,0.823,0.816,,"[""edge case handling"", ""transaction consistency detail""]"
79,4,PAPER_Q_0070,671,0.649,0.681,0.638,0.731,0.7,0.666,,"[""transaction consistency detail"", ""edge case handling"", ""monitoring and alerting""]"
79,4,PAPER_Q_0027,672,0.809,0.878,0.787,0.861,0.831,0.807,,"[""edge case handling"", ""failure mode analysis""]"
79,4,PAPER_Q_0038,673,0.801,0.782,0.75,0.805,0.758,0.774,,"[""edge case handling"", ""transaction consistency detail""]"
79,11,PAPER_Q_0062,674,0.745,0.727,0.783,0.752,0.721,0.722,,"[""rollback and canary strategy"", ""failure mode analysis""]"
79,11,PAPER_Q_0058,675,0.687,0.713,0.678,0.727,0.721,0.693,,"[""failure mode analysis"", ""transaction consistency detail""]"
79,11,PAPER_Q_0047,676,0.819,0.86,0.822,0.851,0.867,0.853,,"[""cost forecast granularity""]"
79,11,PAPER_Q_0028,677,0.754,0.747,0.723,0.807,0.821,0.78,,"[""monitoring and alerting"", ""capacity estimation""]"
79,11,PAPER_Q_0018,678,0.601,0.598,0.584,0.587,0.6,0.582,,"[""capacity estimation"", ""monitoring and alerting"", ""transaction consistency detail""]"
79,11,PAPER_Q_0016,679,0.607,0.607,0.629,0.602,0.589,0.62,,"[""capacity estimation"", ""transaction consistency detail"", ""monitoring and alerting""]"
79,11,PAPER_Q_0058,680,0.666,0.736,0.661,0.699,0.761,0.698,,"[""capacity estimation"", ""transaction consistency detail""]"
80,10,PAPER_Q_0058,681,0.632,0.608,0.672,0.632,0.603,0.648,,"[""monitoring and alerting"", ""transaction consistency detail"", ""failure mode analysis""]"
80,10,PAPER_Q_0068,682,0.765,0.798,0.768,0.755,0.806,0.768,,"[""capacity estimation"", ""transaction consistency detail""]"
80,10,PAPER_Q_0065,683,0.732,0.667,0.734,0.672,0.68,0.714,,"[""failure mode analysis"", ""capacity estimation""]"
80,10,PAPER_Q_0022,684,0.827,0.814,0.872,0.813,0.852,0.83,,"[""extreme load testing detail""]"
80,10,PAPER_Q_0053,685,0.742,0.813,0.791,0.75,0.745,0.783,,"[""transaction consistency detail"", ""failure mode analysis""]"
80,10,PAPER_Q_0064,686,0.769,0.766,0.726,0.723,0.758,0.763,,"[""edge case handling"", ""monitoring and alerting""]"
80,10,PAPER_Q_0037,687,0.83,0.858,0.893,0.862,0.882,0.85,,"[""cost forecast granularity""]"
80,10,PAPER_Q_0027,688,0.862,0.808,0.774,0.869,0.832,0.831,,"[""cost forecast granularity""]"
80,10,PAPER_Q_0058,689,0.667,0.739,0.667,0.706,0.708,0.695,,"[""transaction consistency detail"", ""monitoring and alerting""]"
80,10,PAPER_Q_0036,690,0.643,0.586,0.624,0.598,0.569,0.583,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
81,11,PAPER_Q_0021,691,0.849,0.881,0.841,0.906,0.864,0.844,,"[""extreme load testing detail""]"
81,11,PAPER_Q_0139,692,0.644,0.661,0.649,0.672,0.685,0.634,,"[""edge case handling"", ""transaction consistency detail"", ""rollback and canary strategy""]"
81,11,PAPER_Q_0106,693,0.729,0.671,0.753,0.754,0.715,0.726,,"[""failure mode analysis"", ""monitoring and alerting""]"
81,11,PAPER_Q_0132,694,0.709,0.711,0.758,0.788,0.749,0.751,,"[""rollback and canary strategy"", ""edge case handling""]"
81,11,PAPER_Q_0035,695,0.841,0.803,0.84,0.855,0.793,0.823,,"[""cost forecast granularity""]"
81,11,PAPER_Q_0008,696,0.67,0.721,0.713,0.704,0.752,0.676,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""monitoring and alerting""]"
81,11,PAPER_Q_0123,697,0.722,0.664,0.687,0.725,0.74,0.694,,"[""edge case handling"", ""monitoring and alerting""]"
81,11,PAPER_Q_0023,698,0.736,0.781,0.726,0.728,0.75,0.757,,"[""transaction consistency detail"", ""rollback and canary strategy""]"
81,11,PAPER_Q_0136,699,0.802,0.772,0.749,0.746,0.765,0.768,,"[""transaction consistency detail"", ""rollback and canary strategy""]"
81,11,PAPER_Q_0032,700,0.739,0.717,0.654,0.756,0.762,0.707,,"[""edge case handling"", ""transaction consistency detail""]"
81,11,PAPER_Q_0031,701,0.773,0.728,0.729,0.747,0.711,0.727,,"[""edge case handling"", ""rollback and canary strategy""]"
82,7,PAPER_Q_0088,702,0.68,0.591,0.608,0.591,0.553,0.594,,"[""rollback and canary strategy"", ""transaction consistency detail"", ""failure mode analysis""]"
82,7,PAPER_Q_0033,703,0.668,0.675,0.627,0.691,0.686,0.668,,"[""edge case handling"", ""transaction consistency detail"", ""monitoring and alerting""]"
82,7,PAPER_Q_0081,704,0.719,0.669,0.682,0.705,0.698,0.707,,"[""monitoring and alerting"", ""edge case handling""]"
82,7,PAPER_Q_0103,705,0.743,0.692,0.672,0.788,0.777,0.709,,"[""failure mode analysis"", ""capacity estimation""]"
82,7,PAPER_Q_0101,706,0.665,0.59,0.489,0.549,0.596,0.605,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
82,7,PAPER_Q_0102,707,0.742,0.755,0.663,0.736,0.779,0.717,,"[""failure mode analysis"", ""transaction consistency detail""]"
82,7,PAPER_Q_0095,708,0.719,0.632,0.654,0.63,0.671,0.662,,"[""monitoring and alerting"", ""edge case handling"", ""capacity estimation""]"
83,10,PAPER_Q_0050,709,0.701,0.586,0.583,0.635,0.632,0.617,,"[""edge case handling"", ""transaction consistency detail"", ""failure mode analysis""]"
83,10,PAPER_Q_0068,710,0.548,0.506,0.501,0.507,0.481,0.525,,"[""monitoring and alerting"", ""transaction consistency detail"", ""failure mode analysis""]"
83,10,PAPER_Q_0040,711,0.815,0.687,0.67,0.745,0.674,0.706,,"[""monitoring and alerting"", ""failure mode analysis""]"
83,10,PAPER_Q_0051,712,0.699,0.63,0.609,0.628,0.61,0.618,,"[""edge case handling"", ""failure mode analysis"", ""monitoring and alerting""]"
83,10,PAPER_Q_0039,713,0.754,0.637,0.681,0.739,0.705,0.711,,"[""capacity estimation"", ""rollback and canary strategy""]"
83,10,PAPER_Q_0067,714,0.622,0.508,0.517,0.554,0.49,0.556,,"[""edge case handling"", ""monitoring and alerting"", ""failure mode analysis""]"
83,10,PAPER_Q_0043,715,0.675,0.623,0.583,0.635,0.59,0.636,,"[""rollback and canary strategy"", ""failure mode analysis"", ""monitoring and alerting""]"
83,10,PAPER_Q_0052,716,0.741,0.738,0.702,0.727,0.743,0.733,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
83,10,PAPER_Q_0050,717,0.684,0.647,0.556,0.673,0.681,0.659,,"[""edge case handling"", ""capacity estimation"", ""transaction consistency detail""]"
83,10,PAPER_Q_0059,718,0.748,0.715,0.7,0.756,0.689,0.735,,"[""capacity estimation"", ""transaction consistency detail""]"
84,7,PAPER_Q_0047,719,0.572,0.45,0.433,0.518,0.456,0.498,,"[""capacity estimation"", ""edge case handling"", ""monitoring and alerting""]"
84,7,PAPER_Q_0050,720,0.73,0.739,0.649,0.731,0.742,0.695,,"[""monitoring and alerting"", ""failure mode analysis""]"
84,7,PAPER_Q_0052,721,0.775,0.653,0.701,0.723,0.641,0.721,,"[""monitoring and alerting"", ""failure mode analysis""]"
84,7,PAPER_Q_0039,722,0.749,0.695,0.736,0.691,0.65,0.688,,"[""edge case handling"", ""rollback and canary strategy""]"
84,7,PAPER_Q_0043,723,0.621,0.556,0.587,0.587,0.608,0.577,,"[""failure mode analysis"", ""transaction consistency detail"", ""rollback and canary strategy""]"
84,7,PAPER_Q_0042,724,0.792,0.734,0.709,0.701,0.716,0.744,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
84,7,PAPER_Q_0051,725,0.766,0.624,0.634,0.675,0.611,0.666,,"[""transaction consistency detail"", ""monitoring and alerting"", ""capacity estimation""]"
85,9,PAPER_Q_0117,726,0.62,0.574,0.616,0.581,0.625,0.579,,"[""rollback and canary strategy"", ""edge case handling"", ""failure mode analysis""]"
85,9,PAPER_Q_0124,727,0.747,0.653,0.724,0.697,0.634,0.697,,"[""rollback and canary strategy"", ""transaction consistency detail""]"
85,9,PAPER_Q_0015,728,0.712,0.703,0.666,0.73,0.74,0.723,,"[""capacity estimation"", ""transaction consistency detail""]"
85,9,PAPER_Q_0128,729,0.648,0.614,0.619,0.652,0.619,0.642,,"[""transaction consistency detail"", ""capacity estimation"", ""failure mode analysis""]"
85,9,PAPER_Q_0013,730,0.679,0.639,0.719,0.688,0.701,0.668,,"[""capacity estimation"", ""monitoring and alerting"", ""failure mode analysis""]"
85,9,PAPER_Q_0021,731,0.72,0.672,0.696,0.765,0.682,0.719,,"[""edge case handling"", ""rollback and canary strategy""]"
85,9,PAPER_Q_0120,732,0.722,0.622,0.65,0.654,0.686,0.649,,"[""transaction consistency detail"", ""rollback and canary strategy"", ""failure mode analysis""]"
85,9,PAPER_Q_0138,733,0.748,0.653,0.646,0.631,0.662,0.68,,"[""transaction consistency detail"", ""failure mode analysis"", ""edge case handling""]"
85,9,PAPER_Q_0129,734,0.757,0.706,0.761,0.762,0.729,0.721,,"[""edge case handling"", ""transaction consistency detail""]"
86,6,PAPER_Q_0033,735,0.757,0.69,0.712,0.733,0.737,0.721,,"[""transaction consistency detail"", ""failure mode analysis""]"
86,6,PAPER_Q_0072,736,0.633,0.55,0.604,0.602,0.555,0.583,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
86,6,PAPER_Q_0101,737,0.802,0.683,0.739,0.749,0.745,0.744,,"[""edge case handling"", ""capacity estimation""]"
86,6,PAPER_Q_0089,738,0.748,0.798,0.731,0.758,0.822,0.778,,"[""monitoring and alerting"", ""capacity estimation""]"
86,6,PAPER_Q_0087,739,0.754,0.7,0.704,0.746,0.709,0.742,,"[""failure mode analysis"", ""monitoring and alerting""]"
86,6,PAPER_Q_0103,740,0.852,0.797,0.788,0.755,0.778,0.809,,"[""transaction consistency detail"", ""rollback and canary strategy""]"
87,9,PAPER_Q_0095,741,0.764,0.674,0.677,0.693,0.638,0.714,,"[""capacity estimation"", ""transaction consistency detail""]"
87,9,PAPER_Q_0078,742,0.671,0.614,0.702,0.651,0.67,0.666,,"[""capacity estimation"", ""edge case handling"", ""rollback and canary strategy""]"
87,9,PAPER_Q_0101,743,0.76,0.666,0.717,0.725,0.697,0.735,,"[""rollback and canary strategy"", ""capacity estimation""]"
87,9,PAPER_Q_0074,744,0.832,0.695,0.762,0.733,0.752,0.753,,"[""edge case handling"", ""failure mode analysis""]"
87,9,PAPER_Q_0087,745,0.736,0.76,0.771,0.767,0.73,0.735,,"[""monitoring and alerting"", ""rollback and canary strategy""]"
87,9,PAPER_Q_0084,746,0.782,0.759,0.731,0.754,0.74,0.769,,"[""capacity estimation"", ""monitoring and alerting""]"
87,9,PAPER_Q_0033,747,0.818,0.713,0.727,0.751,0.761,0.755,,"[""capacity estimation"", ""failure mode analysis""]"
87,9,PAPER_Q_0081,748,0.8,0.8,0.807,0.79,0.807,0.814,,"[""failure mode analysis"", ""edge case handling""]"
87,9,PAPER_Q_0100,749,0.809,0.808,0.816,0.839,0.802,0.798,,"[""transaction consistency detail"", ""monitoring and alerting""]"
